date,age,deaths
7/9/2022,0-17 years,455
7/9/2022,1-4 years,40
7/9/2022,5-14 years,81
7/9/2022,15-24 years,660
7/9/2022,18-29 years,1015
7/9/2022,25-34 years,1032
7/9/2022,30-39 years,1203
7/9/2022,35-44 years,1457
7/9/2022,40-49 years,1790
7/9/2022,45-54 years,2361
7/9/2022,50-64 years,7156
7/9/2022,55-64 years,5761
7/9/2022,65-74 years,8950
7/9/2022,75-84 years,9654
7/9/2022,85 years and over,9444
7/9/2022,All Ages,36444
7/9/2022,Under 1 year,173
7/9/2022,0-17 years,305
7/9/2022,1-4 years,29
7/9/2022,5-14 years,51
7/9/2022,15-24 years,218
7/9/2022,18-29 years,347
7/9/2022,25-34 years,427
7/9/2022,30-39 years,605
7/9/2022,35-44 years,856
7/9/2022,40-49 years,1103
7/9/2022,45-54 years,1502
7/9/2022,50-64 years,4722
7/9/2022,55-64 years,3826
7/9/2022,65-74 years,6308
7/9/2022,75-84 years,8673
7/9/2022,85 years and over,14381
7/9/2022,All Ages,142777
7/9/2022,Under 1 year,688
7/9/2022,0-17 years,1224
7/9/2022,1-4 years,112
7/9/2022,5-14 years,212
7/9/2022,15-24 years,1489
7/9/2022,18-29 years,2624
7/9/2022,25-34 years,3267
7/9/2022,30-39 years,4444
7/9/2022,35-44 years,5641
7/9/2022,40-49 years,7056
7/9/2022,45-54 years,9889
7/9/2022,50-64 years,27893
7/9/2022,55-64 years,21943
7/9/2022,65-74 years,32019
7/9/2022,75-84 years,35193
7/9/2022,85 years and over,32324
7/9/2022,All Ages,74711
7/9/2022,Under 1 year,387
7/9/2022,0-17 years,703
7/9/2022,1-4 years,59
7/9/2022,5-14 years,114
7/9/2022,15-24 years,1055
7/9/2022,18-29 years,1840
7/9/2022,25-34 years,2261
7/9/2022,30-39 years,2987
7/9/2022,35-44 years,3622
7/9/2022,40-49 years,4374
7/9/2022,45-54 years,6062
7/9/2022,50-64 years,16732
7/9/2022,55-64 years,13076
7/9/2022,65-74 years,18043
7/9/2022,75-84 years,17809
7/9/2022,85 years and over,12223
7/9/2022,All Ages,68066
7/9/2022,Under 1 year,301
7/9/2022,0-17 years,521
7/9/2022,1-4 years,53
7/9/2022,5-14 years,98
7/9/2022,15-24 years,434
7/9/2022,18-29 years,784
7/9/2022,25-34 years,1006
7/9/2022,30-39 years,1457
7/9/2022,35-44 years,2019
7/9/2022,40-49 years,2682
7/9/2022,45-54 years,3827
7/9/2022,50-64 years,11161
7/9/2022,55-64 years,8867
7/9/2022,65-74 years,13976
7/9/2022,75-84 years,17384
7/9/2022,85 years and over,20101
7/9/2022,All Ages,136809
7/9/2022,Under 1 year,937
7/9/2022,0-17 years,1759
7/9/2022,1-4 years,219
7/9/2022,5-14 years,294
7/9/2022,15-24 years,1885
7/9/2022,18-29 years,3194
7/9/2022,25-34 years,3826
7/9/2022,30-39 years,4843
7/9/2022,35-44 years,5840
7/9/2022,40-49 years,7018
7/9/2022,45-54 years,9276
7/9/2022,50-64 years,26418
7/9/2022,55-64 years,20955
7/9/2022,65-74 years,30304
7/9/2022,75-84 years,32236
7/9/2022,85 years and over,31037
7/9/2022,All Ages,72918
7/9/2022,Under 1 year,508
7/9/2022,0-17 years,1037
7/9/2022,1-4 years,118
7/9/2022,5-14 years,179
7/9/2022,15-24 years,1387
7/9/2022,18-29 years,2328
7/9/2022,25-34 years,2643
7/9/2022,30-39 years,3216
7/9/2022,35-44 years,3797
7/9/2022,40-49 years,4455
7/9/2022,45-54 years,5803
7/9/2022,50-64 years,16094
7/9/2022,55-64 years,12695
7/9/2022,65-74 years,17429
7/9/2022,75-84 years,16485
7/9/2022,85 years and over,11874
7/9/2022,All Ages,63891
7/9/2022,Under 1 year,429
7/9/2022,0-17 years,722
7/9/2022,1-4 years,101
7/9/2022,5-14 years,115
7/9/2022,15-24 years,498
7/9/2022,18-29 years,866
7/9/2022,25-34 years,1183
7/9/2022,30-39 years,1627
7/9/2022,35-44 years,2043
7/9/2022,40-49 years,2563
7/9/2022,45-54 years,3473
7/9/2022,50-64 years,10324
7/9/2022,55-64 years,8260
7/9/2022,65-74 years,12875
7/9/2022,75-84 years,15751
7/9/2022,85 years and over,19163
7/9/2022,All Ages,39872
7/9/2022,Under 1 year,155
7/9/2022,0-17 years,264
7/9/2022,1-4 years,30
7/9/2022,5-14 years,35
7/9/2022,15-24 years,252
7/9/2022,18-29 years,485
7/9/2022,25-34 years,687
7/9/2022,30-39 years,942
7/9/2022,35-44 years,1161
7/9/2022,40-49 years,1389
7/9/2022,45-54 years,1993
7/9/2022,50-64 years,6125
7/9/2022,55-64 years,4892
7/9/2022,65-74 years,7918
7/9/2022,75-84 years,10186
7/9/2022,85 years and over,12563
7/9/2022,All Ages,20994
7/9/2022,Under 1 year,83
7/9/2022,0-17 years,156
7/9/2022,1-4 years,21
7/9/2022,5-14 years,23
7/9/2022,15-24 years,189
7/9/2022,18-29 years,357
7/9/2022,25-34 years,495
7/9/2022,30-39 years,665
7/9/2022,35-44 years,793
7/9/2022,40-49 years,921
7/9/2022,45-54 years,1303
7/9/2022,50-64 years,3949
7/9/2022,55-64 years,3141
7/9/2022,65-74 years,4662
7/9/2022,75-84 years,5353
7/9/2022,85 years and over,4931
7/9/2022,All Ages,18878
7/9/2022,Under 1 year,72
7/9/2022,0-17 years,108
7/9/2022,1-4 years,
7/9/2022,5-14 years,12
7/9/2022,15-24 years,63
7/9/2022,18-29 years,128
7/9/2022,25-34 years,192
7/9/2022,30-39 years,277
7/9/2022,35-44 years,368
7/9/2022,40-49 years,468
7/9/2022,45-54 years,690
7/9/2022,50-64 years,2176
7/9/2022,55-64 years,1751
7/9/2022,65-74 years,3256
7/9/2022,75-84 years,4833
7/9/2022,85 years and over,7632
7/9/2022,All Ages,143591
7/9/2022,Under 1 year,843
7/9/2022,0-17 years,1329
7/9/2022,1-4 years,105
7/9/2022,5-14 years,187
7/9/2022,15-24 years,1518
7/9/2022,18-29 years,2893
7/9/2022,25-34 years,3619
7/9/2022,30-39 years,4381
7/9/2022,35-44 years,5031
7/9/2022,40-49 years,5948
7/9/2022,45-54 years,8412
7/9/2022,50-64 years,24415
7/9/2022,55-64 years,19251
7/9/2022,65-74 years,28296
7/9/2022,75-84 years,34131
7/9/2022,85 years and over,42198
7/9/2022,All Ages,73764
7/9/2022,Under 1 year,464
7/9/2022,0-17 years,753
7/9/2022,1-4 years,43
7/9/2022,5-14 years,104
7/9/2022,15-24 years,1158
7/9/2022,18-29 years,2154
7/9/2022,25-34 years,2564
7/9/2022,30-39 years,2977
7/9/2022,35-44 years,3280
7/9/2022,40-49 years,3794
7/9/2022,45-54 years,5261
7/9/2022,50-64 years,14725
7/9/2022,55-64 years,11529
7/9/2022,65-74 years,15904
7/9/2022,75-84 years,17181
7/9/2022,85 years and over,16276
7/9/2022,All Ages,69827
7/9/2022,Under 1 year,379
7/9/2022,0-17 years,576
7/9/2022,1-4 years,62
7/9/2022,5-14 years,83
7/9/2022,15-24 years,360
7/9/2022,18-29 years,739
7/9/2022,25-34 years,1055
7/9/2022,30-39 years,1404
7/9/2022,35-44 years,1751
7/9/2022,40-49 years,2154
7/9/2022,45-54 years,3151
7/9/2022,50-64 years,9690
7/9/2022,55-64 years,7722
7/9/2022,65-74 years,12392
7/9/2022,75-84 years,16950
7/9/2022,85 years and over,25922
7/9/2022,All Ages,163973
7/9/2022,Under 1 year,613
7/9/2022,0-17 years,1030
7/9/2022,1-4 years,94
7/9/2022,5-14 years,171
7/9/2022,15-24 years,1031
7/9/2022,18-29 years,2071
7/9/2022,25-34 years,2978
7/9/2022,30-39 years,3943
7/9/2022,35-44 years,4557
7/9/2022,40-49 years,5305
7/9/2022,45-54 years,7796
7/9/2022,50-64 years,23265
7/9/2022,55-64 years,18374
7/9/2022,65-74 years,29847
7/9/2022,75-84 years,39770
7/9/2022,85 years and over,58742
7/9/2022,All Ages,82780
7/9/2022,Under 1 year,340
7/9/2022,0-17 years,586
7/9/2022,1-4 years,62
7/9/2022,5-14 years,90
7/9/2022,15-24 years,734
7/9/2022,18-29 years,1497
7/9/2022,25-34 years,2084
7/9/2022,30-39 years,2675
7/9/2022,35-44 years,3046
7/9/2022,40-49 years,3485
7/9/2022,45-54 years,4971
7/9/2022,50-64 years,14469
7/9/2022,55-64 years,11385
7/9/2022,65-74 years,17325
7/9/2022,75-84 years,20278
7/9/2022,85 years and over,22465
7/9/2022,All Ages,81193
7/9/2022,Under 1 year,273
7/9/2022,0-17 years,444
7/9/2022,1-4 years,32
7/9/2022,5-14 years,81
7/9/2022,15-24 years,297
7/9/2022,18-29 years,574
7/9/2022,25-34 years,894
7/9/2022,30-39 years,1268
7/9/2022,35-44 years,1511
7/9/2022,40-49 years,1820
7/9/2022,45-54 years,2825
7/9/2022,50-64 years,8796
7/9/2022,55-64 years,6989
7/9/2022,65-74 years,12522
7/9/2022,75-84 years,19492
7/9/2022,85 years and over,36277
7/9/2022,All Ages,285288
7/9/2022,Under 1 year,1592
7/9/2022,0-17 years,2638
7/9/2022,1-4 years,261
7/9/2022,5-14 years,408
7/9/2022,15-24 years,2414
7/9/2022,18-29 years,4417
7/9/2022,25-34 years,5568
7/9/2022,30-39 years,6975
7/9/2022,35-44 years,8371
7/9/2022,40-49 years,10734
7/9/2022,45-54 years,15802
7/9/2022,50-64 years,47204
7/9/2022,55-64 years,37552
7/9/2022,65-74 years,59970
7/9/2022,75-84 years,69777
7/9/2022,85 years and over,83573
7/9/2022,All Ages,148563
7/9/2022,Under 1 year,860
7/9/2022,0-17 years,1500
7/9/2022,1-4 years,150
7/9/2022,5-14 years,232
7/9/2022,15-24 years,1717
7/9/2022,18-29 years,3121
7/9/2022,25-34 years,3823
7/9/2022,30-39 years,4588
7/9/2022,35-44 years,5367
7/9/2022,40-49 years,6823
7/9/2022,45-54 years,9909
7/9/2022,50-64 years,29085
7/9/2022,55-64 years,23059
7/9/2022,65-74 years,34598
7/9/2022,75-84 years,36224
7/9/2022,85 years and over,32624
7/9/2022,All Ages,136725
7/9/2022,Under 1 year,732
7/9/2022,0-17 years,1138
7/9/2022,1-4 years,111
7/9/2022,5-14 years,176
7/9/2022,15-24 years,697
7/9/2022,18-29 years,1296
7/9/2022,25-34 years,1745
7/9/2022,30-39 years,2387
7/9/2022,35-44 years,3004
7/9/2022,40-49 years,3911
7/9/2022,45-54 years,5893
7/9/2022,50-64 years,18119
7/9/2022,55-64 years,14493
7/9/2022,65-74 years,25372
7/9/2022,75-84 years,33553
7/9/2022,85 years and over,50949
7/9/2022,All Ages,127825
7/9/2022,Under 1 year,718
7/9/2022,0-17 years,1292
7/9/2022,1-4 years,146
7/9/2022,5-14 years,219
7/9/2022,15-24 years,1170
7/9/2022,18-29 years,1985
7/9/2022,25-34 years,2413
7/9/2022,30-39 years,2977
7/9/2022,35-44 years,3442
7/9/2022,40-49 years,4119
7/9/2022,45-54 years,5848
7/9/2022,50-64 years,18166
7/9/2022,55-64 years,14583
7/9/2022,65-74 years,23725
7/9/2022,75-84 years,31488
7/9/2022,85 years and over,44073
7/9/2022,All Ages,66175
7/9/2022,Under 1 year,417
7/9/2022,0-17 years,756
7/9/2022,1-4 years,78
7/9/2022,5-14 years,134
7/9/2022,15-24 years,808
7/9/2022,18-29 years,1438
7/9/2022,25-34 years,1693
7/9/2022,30-39 years,1997
7/9/2022,35-44 years,2230
7/9/2022,40-49 years,2596
7/9/2022,45-54 years,3680
7/9/2022,50-64 years,11273
7/9/2022,55-64 years,9020
7/9/2022,65-74 years,13897
7/9/2022,75-84 years,16520
7/9/2022,85 years and over,17698
7/9/2022,All Ages,61650
7/9/2022,Under 1 year,301
7/9/2022,0-17 years,536
7/9/2022,1-4 years,68
7/9/2022,5-14 years,85
7/9/2022,15-24 years,362
7/9/2022,18-29 years,547
7/9/2022,25-34 years,720
7/9/2022,30-39 years,980
7/9/2022,35-44 years,1212
7/9/2022,40-49 years,1523
7/9/2022,45-54 years,2168
7/9/2022,50-64 years,6893
7/9/2022,55-64 years,5563
7/9/2022,65-74 years,9828
7/9/2022,75-84 years,14968
7/9/2022,85 years and over,26375
7/9/2022,All Ages,97517
7/9/2022,Under 1 year,637
7/9/2022,0-17 years,1195
7/9/2022,1-4 years,133
7/9/2022,5-14 years,224
7/9/2022,15-24 years,1268
7/9/2022,18-29 years,2011
7/9/2022,25-34 years,2271
7/9/2022,30-39 years,2924
7/9/2022,35-44 years,3845
7/9/2022,40-49 years,5000
7/9/2022,45-54 years,6724
7/9/2022,50-64 years,19384
7/9/2022,55-64 years,15412
7/9/2022,65-74 years,22294
7/9/2022,75-84 years,23575
7/9/2022,85 years and over,21134
7/9/2022,All Ages,50919
7/9/2022,Under 1 year,361
7/9/2022,0-17 years,721
7/9/2022,1-4 years,72
7/9/2022,5-14 years,135
7/9/2022,15-24 years,937
7/9/2022,18-29 years,1446
7/9/2022,25-34 years,1536
7/9/2022,30-39 years,1870
7/9/2022,35-44 years,2385
7/9/2022,40-49 years,2978
7/9/2022,45-54 years,4003
7/9/2022,50-64 years,11568
7/9/2022,55-64 years,9154
7/9/2022,65-74 years,12700
7/9/2022,75-84 years,11854
7/9/2022,85 years and over,7782
7/9/2022,All Ages,46598
7/9/2022,Under 1 year,276
7/9/2022,0-17 years,474
7/9/2022,1-4 years,61
7/9/2022,5-14 years,89
7/9/2022,15-24 years,331
7/9/2022,18-29 years,565
7/9/2022,25-34 years,735
7/9/2022,30-39 years,1054
7/9/2022,35-44 years,1460
7/9/2022,40-49 years,2022
7/9/2022,45-54 years,2721
7/9/2022,50-64 years,7816
7/9/2022,55-64 years,6258
7/9/2022,65-74 years,9594
7/9/2022,75-84 years,11721
7/9/2022,85 years and over,13352
7/9/2022,All Ages,188165
7/9/2022,Under 1 year,1148
7/9/2022,0-17 years,2141
7/9/2022,1-4 years,258
7/9/2022,5-14 years,364
7/9/2022,15-24 years,2105
7/9/2022,18-29 years,3638
7/9/2022,25-34 years,4205
7/9/2022,30-39 years,5030
7/9/2022,35-44 years,6060
7/9/2022,40-49 years,7476
7/9/2022,45-54 years,10517
7/9/2022,50-64 years,32802
7/9/2022,55-64 years,26430
7/9/2022,65-74 years,39637
7/9/2022,75-84 years,46446
7/9/2022,85 years and over,50995
7/9/2022,All Ages,98658
7/9/2022,Under 1 year,630
7/9/2022,0-17 years,1262
7/9/2022,1-4 years,149
7/9/2022,5-14 years,223
7/9/2022,15-24 years,1535
7/9/2022,18-29 years,2643
7/9/2022,25-34 years,2971
7/9/2022,30-39 years,3407
7/9/2022,35-44 years,3934
7/9/2022,40-49 years,4710
7/9/2022,45-54 years,6528
7/9/2022,50-64 years,19941
7/9/2022,55-64 years,15993
7/9/2022,65-74 years,22614
7/9/2022,75-84 years,24078
7/9/2022,85 years and over,20003
7/9/2022,All Ages,89507
7/9/2022,Under 1 year,518
7/9/2022,0-17 years,879
7/9/2022,1-4 years,109
7/9/2022,5-14 years,141
7/9/2022,15-24 years,570
7/9/2022,18-29 years,995
7/9/2022,25-34 years,1234
7/9/2022,30-39 years,1623
7/9/2022,35-44 years,2126
7/9/2022,40-49 years,2766
7/9/2022,45-54 years,3989
7/9/2022,50-64 years,12861
7/9/2022,55-64 years,10437
7/9/2022,65-74 years,17023
7/9/2022,75-84 years,22368
7/9/2022,85 years and over,30992
7/9/2022,All Ages,30540
7/9/2022,Under 1 year,115
7/9/2022,0-17 years,294
7/9/2022,1-4 years,31
7/9/2022,5-14 years,59
7/9/2022,15-24 years,399
7/9/2022,18-29 years,585
7/9/2022,25-34 years,638
7/9/2022,30-39 years,818
7/9/2022,35-44 years,965
7/9/2022,40-49 years,1147
7/9/2022,45-54 years,1539
7/9/2022,50-64 years,4726
7/9/2022,55-64 years,3824
7/9/2022,65-74 years,6369
7/9/2022,75-84 years,7828
7/9/2022,85 years and over,8773
7/9/2022,All Ages,16792
7/9/2022,Under 1 year,60
7/9/2022,0-17 years,171
7/9/2022,1-4 years,15
7/9/2022,5-14 years,36
7/9/2022,15-24 years,295
7/9/2022,18-29 years,434
7/9/2022,25-34 years,444
7/9/2022,30-39 years,533
7/9/2022,35-44 years,628
7/9/2022,40-49 years,760
7/9/2022,45-54 years,988
7/9/2022,50-64 years,2921
7/9/2022,55-64 years,2353
7/9/2022,65-74 years,3812
7/9/2022,75-84 years,4420
7/9/2022,85 years and over,3741
7/9/2022,All Ages,13748
7/9/2022,Under 1 year,55
7/9/2022,0-17 years,123
7/9/2022,1-4 years,16
7/9/2022,5-14 years,23
7/9/2022,15-24 years,104
7/9/2022,18-29 years,151
7/9/2022,25-34 years,194
7/9/2022,30-39 years,285
7/9/2022,35-44 years,337
7/9/2022,40-49 years,387
7/9/2022,45-54 years,551
7/9/2022,50-64 years,1805
7/9/2022,55-64 years,1471
7/9/2022,65-74 years,2557
7/9/2022,75-84 years,3408
7/9/2022,85 years and over,5032
7/9/2022,All Ages,47385
7/9/2022,Under 1 year,342
7/9/2022,0-17 years,614
7/9/2022,1-4 years,65
7/9/2022,5-14 years,115
7/9/2022,15-24 years,469
7/9/2022,18-29 years,700
7/9/2022,25-34 years,760
7/9/2022,30-39 years,1007
7/9/2022,35-44 years,1207
7/9/2022,40-49 years,1551
7/9/2022,45-54 years,2257
7/9/2022,50-64 years,6942
7/9/2022,55-64 years,5599
7/9/2022,65-74 years,9292
7/9/2022,75-84 years,11505
7/9/2022,85 years and over,15774
7/9/2022,All Ages,24605
7/9/2022,Under 1 year,197
7/9/2022,0-17 years,374
7/9/2022,1-4 years,35
7/9/2022,5-14 years,75
7/9/2022,15-24 years,328
7/9/2022,18-29 years,491
7/9/2022,25-34 years,534
7/9/2022,30-39 years,680
7/9/2022,35-44 years,794
7/9/2022,40-49 years,976
7/9/2022,45-54 years,1400
7/9/2022,50-64 years,4277
7/9/2022,55-64 years,3435
7/9/2022,65-74 years,5427
7/9/2022,75-84 years,6158
7/9/2022,85 years and over,6222
7/9/2022,All Ages,22780
7/9/2022,Under 1 year,145
7/9/2022,0-17 years,240
7/9/2022,1-4 years,30
7/9/2022,5-14 years,40
7/9/2022,15-24 years,141
7/9/2022,18-29 years,209
7/9/2022,25-34 years,226
7/9/2022,30-39 years,327
7/9/2022,35-44 years,413
7/9/2022,40-49 years,575
7/9/2022,45-54 years,857
7/9/2022,50-64 years,2665
7/9/2022,55-64 years,2164
7/9/2022,65-74 years,3865
7/9/2022,75-84 years,5347
7/9/2022,85 years and over,9552
7/9/2022,All Ages,81051
7/9/2022,Under 1 year,400
7/9/2022,0-17 years,757
7/9/2022,1-4 years,75
7/9/2022,5-14 years,142
7/9/2022,15-24 years,910
7/9/2022,18-29 years,1576
7/9/2022,25-34 years,1931
7/9/2022,30-39 years,2468
7/9/2022,35-44 years,3028
7/9/2022,40-49 years,3954
7/9/2022,45-54 years,5513
7/9/2022,50-64 years,14847
7/9/2022,55-64 years,11603
7/9/2022,65-74 years,18899
7/9/2022,75-84 years,21301
7/9/2022,85 years and over,17249
7/9/2022,All Ages,46023
7/9/2022,Under 1 year,211
7/9/2022,0-17 years,459
7/9/2022,1-4 years,49
7/9/2022,5-14 years,93
7/9/2022,15-24 years,674
7/9/2022,18-29 years,1127
7/9/2022,25-34 years,1344
7/9/2022,30-39 years,1657
7/9/2022,35-44 years,1981
7/9/2022,40-49 years,2568
7/9/2022,45-54 years,3551
7/9/2022,50-64 years,9347
7/9/2022,55-64 years,7255
7/9/2022,65-74 years,11488
7/9/2022,75-84 years,11748
7/9/2022,85 years and over,7629
7/9/2022,All Ages,35028
7/9/2022,Under 1 year,189
7/9/2022,0-17 years,298
7/9/2022,1-4 years,26
7/9/2022,5-14 years,49
7/9/2022,15-24 years,236
7/9/2022,18-29 years,449
7/9/2022,25-34 years,587
7/9/2022,30-39 years,811
7/9/2022,35-44 years,1047
7/9/2022,40-49 years,1386
7/9/2022,45-54 years,1962
7/9/2022,50-64 years,5500
7/9/2022,55-64 years,4348
7/9/2022,65-74 years,7411
7/9/2022,75-84 years,9553
7/9/2022,85 years and over,9620
7/9/2022,All Ages,32928
7/9/2022,Under 1 year,108
7/9/2022,0-17 years,202
7/9/2022,1-4 years,20
7/9/2022,5-14 years,41
7/9/2022,15-24 years,216
7/9/2022,18-29 years,441
7/9/2022,25-34 years,624
7/9/2022,30-39 years,775
7/9/2022,35-44 years,823
7/9/2022,40-49 years,1024
7/9/2022,45-54 years,1552
7/9/2022,50-64 years,4835
7/9/2022,55-64 years,3893
7/9/2022,65-74 years,6533
7/9/2022,75-84 years,8266
7/9/2022,85 years and over,10852
7/9/2022,All Ages,17097
7/9/2022,Under 1 year,56
7/9/2022,0-17 years,123
7/9/2022,1-4 years,13
7/9/2022,5-14 years,24
7/9/2022,15-24 years,159
7/9/2022,18-29 years,302
7/9/2022,25-34 years,419
7/9/2022,30-39 years,532
7/9/2022,35-44 years,553
7/9/2022,40-49 years,652
7/9/2022,45-54 years,984
7/9/2022,50-64 years,3036
7/9/2022,55-64 years,2437
7/9/2022,65-74 years,3882
7/9/2022,75-84 years,4288
7/9/2022,85 years and over,4282
7/9/2022,All Ages,15831
7/9/2022,Under 1 year,52
7/9/2022,0-17 years,79
7/9/2022,1-4 years,
7/9/2022,5-14 years,17
7/9/2022,15-24 years,57
7/9/2022,18-29 years,139
7/9/2022,25-34 years,205
7/9/2022,30-39 years,243
7/9/2022,35-44 years,270
7/9/2022,40-49 years,372
7/9/2022,45-54 years,568
7/9/2022,50-64 years,1799
7/9/2022,55-64 years,1456
7/9/2022,65-74 years,2651
7/9/2022,75-84 years,3978
7/9/2022,85 years and over,6570
7/9/2022,All Ages,220470
7/9/2022,Under 1 year,742
7/9/2022,0-17 years,1229
7/9/2022,1-4 years,125
7/9/2022,5-14 years,182
7/9/2022,15-24 years,1369
7/9/2022,18-29 years,2839
7/9/2022,25-34 years,3875
7/9/2022,30-39 years,5034
7/9/2022,35-44 years,6137
7/9/2022,40-49 years,7871
7/9/2022,45-54 years,11880
7/9/2022,50-64 years,34284
7/9/2022,55-64 years,26947
7/9/2022,65-74 years,40736
7/9/2022,75-84 years,53645
7/9/2022,85 years and over,74832
7/9/2022,All Ages,112002
7/9/2022,Under 1 year,409
7/9/2022,0-17 years,713
7/9/2022,1-4 years,70
7/9/2022,5-14 years,100
7/9/2022,15-24 years,999
7/9/2022,18-29 years,2068
7/9/2022,25-34 years,2779
7/9/2022,30-39 years,3472
7/9/2022,35-44 years,4155
7/9/2022,40-49 years,5235
7/9/2022,45-54 years,7701
7/9/2022,50-64 years,21368
7/9/2022,55-64 years,16643
7/9/2022,65-74 years,23524
7/9/2022,75-84 years,27298
7/9/2022,85 years and over,28324
7/9/2022,All Ages,108468
7/9/2022,Under 1 year,333
7/9/2022,0-17 years,516
7/9/2022,1-4 years,55
7/9/2022,5-14 years,82
7/9/2022,15-24 years,370
7/9/2022,18-29 years,771
7/9/2022,25-34 years,1096
7/9/2022,30-39 years,1562
7/9/2022,35-44 years,1982
7/9/2022,40-49 years,2636
7/9/2022,45-54 years,4179
7/9/2022,50-64 years,12916
7/9/2022,55-64 years,10304
7/9/2022,65-74 years,17212
7/9/2022,75-84 years,26347
7/9/2022,85 years and over,46508
7/9/2022,All Ages,57240
7/9/2022,Under 1 year,202
7/9/2022,0-17 years,474
7/9/2022,1-4 years,54
7/9/2022,5-14 years,99
7/9/2022,15-24 years,812
7/9/2022,18-29 years,1593
7/9/2022,25-34 years,2222
7/9/2022,30-39 years,2749
7/9/2022,35-44 years,3014
7/9/2022,40-49 years,3332
7/9/2022,45-54 years,4011
7/9/2022,50-64 years,10164
7/9/2022,55-64 years,7898
7/9/2022,65-74 years,11609
7/9/2022,75-84 years,13069
7/9/2022,85 years and over,14250
7/9/2022,All Ages,31450
7/9/2022,Under 1 year,111
7/9/2022,0-17 years,289
7/9/2022,1-4 years,30
7/9/2022,5-14 years,61
7/9/2022,15-24 years,590
7/9/2022,18-29 years,1137
7/9/2022,25-34 years,1521
7/9/2022,30-39 years,1851
7/9/2022,35-44 years,2025
7/9/2022,40-49 years,2187
7/9/2022,45-54 years,2564
7/9/2022,50-64 years,6393
7/9/2022,55-64 years,4955
7/9/2022,65-74 years,6691
7/9/2022,75-84 years,6961
7/9/2022,85 years and over,5941
7/9/2022,All Ages,25790
7/9/2022,Under 1 year,91
7/9/2022,0-17 years,185
7/9/2022,1-4 years,24
7/9/2022,5-14 years,38
7/9/2022,15-24 years,222
7/9/2022,18-29 years,456
